dia_no_laboral,x,y,dc,dmc,ffmc,isi,ndvi,elevacion,temperatura,humedad,viento,precipitaciones,superficie,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,hora_0-8,hora_8-16,hora_16-23
1,44,43,190.18887,46.61694,86.15044,9.688039,0.517400026,16.41732979,17.1,90,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,39,41,202.3052,40.39248,86.457756,6.307677,0.31220001,17.27954483,23.05,76,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,43,41,202.3052,40.39248,86.457756,6.307677,0.559000015,17.9943428,25,69,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,35,36,135.98022,16.547655,68.79149,2.3299751,0.535600007,17.50380325,26.6,62,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,26,33,135.98022,16.547655,68.79149,2.3299751,0.443500012,13.6418438,27.2,58,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,41,35,143.63449,20.163092,88.28886,14.210891,0.406899989,11.26850414,19.8,51,15,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,19,43,125.82097,24.710724,88.28381,14.200604,0.639599979,2.280154705,20.8,50.5,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,28,33,157.91066,25.38177,88.68432,21.193384,0.26730001,13.15119553,16.4,45,46,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,28,33,157.91066,25.38177,88.68432,21.193384,0.26730001,14.67154884,15.5,60,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,46,44,145.46638,28.964422,88.683754,21.191658,0.549600005,17.32969856,15.3,61,30.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,45,45,153.34828,32.605904,90.3279,15.1001215,0.486099988,17.41789627,27,28,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,29,36,181.89012,37.08528,92.00282,21.030756,0.431400001,14.30450821,18.1,53.5,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,24,36,181.89012,37.08528,92.00282,21.030756,0.290800005,8.742839813,18.7,46,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,17,23,183.76418,43.941254,92.47535,34.448032,0.512399971,17.66576195,31,23,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,24,25,197.32477,44.1242,89.812874,25.463428,0.453799993,17.75922585,15.05,57,32.5,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,44,35,203.88794,46.134506,88.50974,15.6782055,0.281899989,5.020748615,14.5,60,26.5,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,36,34,203.88794,46.134506,88.50974,15.6782055,0.51819998,15.80776787,14.5,60,26.5,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,36,34,203.88794,46.134506,88.50974,15.6782055,0.51819998,15.80776787,16.8,38,35,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,36,29,203.88794,46.134506,88.50974,15.6782055,0.492599994,10.59094715,11,82,7,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,21,30,205.10382,52.174232,90.79471,18.199009,0.342799991,17.00056648,19.2,61,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,33,32,211.83777,49.96492,90.79471,18.199009,0.337599993,14.98904419,27.4,27,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,24,22,211.83777,49.96492,90.79471,18.199009,0.504299998,15.69218063,29.1,24,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,50,51,199.3935,53.547573,90.78387,18.170862,0.478300005,14.10871029,29.1,29,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,41,35,211.83777,49.96492,90.79471,18.199009,0.406899989,10.88483143,26.7,33,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,46,44,207.61884,57.47122,90.878136,19.88081,0.549600005,17.32969856,22.8,55,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,20,21,213.32916,56.097878,90.879,19.883251,0.649299979,17.13689232,24.45,54,14.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,51,46,207.61884,57.47122,90.878136,19.88081,0.582099974,10.66315079,25.6,45,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,28,33,220.06311,53.888565,90.879,19.883251,0.305400014,13.48954105,28.3,30,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,20,43,202.24959,58.436195,90.879,19.883251,0.543799996,2.76498127,22,58,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,22,27,221.97227,60.116463,90.92864,12.94002,0.451999992,19.83955574,28.2,55,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,50,51,216.26195,61.489803,90.92778,12.938429,0.478300005,14.10871029,27.3,57,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,26,26,228.70622,57.90715,90.92864,12.94002,0.465000004,18.60591888,28.2,55,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,28,206.06828,31.88228,49.456825,0.3442923,0.256399989,8.986168861,20.2,76,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,51,46,211.47305,37.94932,91.16276,7.81139,0.627200007,12.83350086,27.2,23,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,37,35,194.07693,18.584389,55.64251,0.6843573,0.574000001,17.77488708,21.3,77,10.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,38,40,193.24101,15.793691,78.52097,1.766831,0.330599993,15.50556278,27.5,39,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,40,41,193.24101,15.793691,78.52097,1.766831,0.400400013,15.8828392,18.5,93,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,26,33,202.2302,20.575886,91.01189,8.582923,0.463499993,13.6418438,33.8,27,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,29,29,139.3687,9.353704,56.22909,0.8019154,0.3671,13.7622509,21.5,70.5,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,28,28,138.53201,7.329757,67.5689,1.5400608,0.32069999,14.01870823,22,86,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,34,30,146.39516,10.492152,84.61944,3.0935657,0.411000013,13.88303375,21.85,61.5,10.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,29,29,164.07007,19.033625,91.0702,9.624773,0.3671,14.54203129,22,83,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,25,31,172.75111,22.771296,91.11991,9.923949,0.396400005,15.36291122,28.4,49,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,27,33,172.75111,22.771296,91.11991,9.923949,0.339599997,13.52478504,30.6,50,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,40,32,159.28749,20.56661,89.87483,8.395774,0.578399956,7.234971046,23.2,43,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,48,43,144.94269,20.266933,89.87048,8.390547,0.596099973,14.08998203,21.1,64,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,28,33,32.957607,19.515646,90.906,10.274839,0.33039999,12.46574974,20.9,54.5,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,41,32,32.957607,19.515646,90.906,10.274839,0.328700006,6.838970661,22.6,42,15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,46,44,74.94756,19.754333,90.90768,10.277304,0.565900028,17.32969856,18.6,56,15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,26,35,24.758318,11.426129,79.2202,1.2505769,0.489300013,13.99965,28.2,64,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,32,28,32.54102,14.504068,87.32945,4.2571583,0.44659999,12.05147457,19.9,76,15,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,24,36,8.616376,9.6571,77.64585,2.8948016,0.339399993,8.742839813,20.8,68,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,25,17.07439,12.966316,88.728,4.4624085,0.583000004,18.05644989,29.4,34,13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,31,40,25.48963,15.9361515,88.77693,5.6164045,0.606899977,19.18975067,20.2,85,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,8,46.784657,21.169767,88.537926,5.7214313,0.538500011,9.229542732,23.2,90,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,10,36.345375,13.86272,77.74005,2.5054557,0.674899995,21.06542206,30.4,52,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,41,41,8.461035,4.223414,75.18806,5.0613728,0.577000022,19.01962471,25.9,78,22,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,35,41,30.715723,10.689053,87.30423,4.2168646,0.531700015,16.42024612,19.2,68.5,14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,36,34,39.36366,14.076774,89.197426,10.2059355,0.559499979,16.72687721,30.2,44,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,28,29,57.567127,21.262415,89.96357,13.022024,0.3583,15.09949112,29.6,61.5,9.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,37,34,7.3546453,5.571182,50.22665,0.43472895,0.538299978,15.20627975,22.05,81.5,17.5,0.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,29,14.718382,7.00536,75.85214,1.9957614,0.345800012,11.49534416,21.4,79,19,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,27,22,35.24417,9.21908,81.702415,2.6494355,0.650900006,16.69360733,23.5,77,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,37,33,48.609974,9.506339,68.24323,1.0492991,0.599799991,12.27409458,29.2,54,24,0.6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,43,40,17.972292,5.4640865,51.100117,0.24301244,0.537400007,16.96792984,25.5,73,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,43,36,34.480736,10.292312,85.330246,3.4849536,0.423700005,18.94307137,23.8,82,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,39,33,12.360718,3.6487432,74.84589,4.053821,0.624199986,8.260686874,21.75,71,26,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,8,5.6447816,4.826803,69.090294,1.6820611,0.596000016,9.229542732,16.5,85,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,24,42,10.471065,5.444173,78.5189,7.457053,0.525900006,2.869022369,19.9,41,37,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,24,42,10.471065,5.444173,78.5189,7.457053,0.525900006,2.869022369,19,40,30,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,46,41,20.401718,8.203708,84.80392,2.2618463,0.587700009,16.62963676,22.2,57,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,32,40,25.997702,9.776898,85.589035,3.1476357,0.603500009,17.99553299,19.85,73,11,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,24,36,73.185394,20.201498,84.29092,7.2092004,0.4815,8.742839813,22.55,80.5,16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,24,36,79.10543,21.593504,84.80935,6.5311904,0.4815,8.742839813,23.3,68,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,21,43,99.45881,19.849335,86.9482,20.4552,0.672800004,2.033772945,19.4,72.5,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,26,29,72.95814,11.321457,83.95171,2.6653588,0.384900004,14,14.5,93,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,49,46,34.70762,2.531651,75.274185,3.52159,0.693899989,13.09249783,13.4,74,11,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,23,28,12.203609,3.7863152,81.646904,4.2949533,0.431400001,14.9030838,21.6,56,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,29,42,20.62745,4.8053656,82.63335,2.6752214,0.671800017,4.718961716,22.8,52,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,24,36,28.060717,6.6256943,84.040695,4.0850415,0.37650001,8.742839813,17.7,70.5,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,41,33,31.339886,7.3436174,84.08809,4.247862,0.610599995,11.97080326,22,51,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,21,30,27.107445,7.2695003,84.23075,4.3298955,0.473100007,16.6499157,18.05,72,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,44,39,34.59681,7.914729,83.6626,3.8821373,0.668200016,11.25556183,15,79,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,41,42,47.880955,10.013714,82.11305,4.998644,0.727500021,21.49609375,19.7,87,9.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,25,27,54.81155,7.1027317,82.679474,2.0726345,0.574100018,18.41933823,13.3,80,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,27,54.81155,7.1027317,82.679474,2.0726345,0.574100018,18.41933823,12.2,79.5,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,38,41,57.43327,7.8764563,83.67505,3.1864622,0.407900006,16,11.65,70,7.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,43,42,38.873173,8.928686,83.51344,6.778333,0.624800026,20.25708008,16,51,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,32,26,38.873173,8.928686,83.51344,6.778333,0.659799993,12.38237381,9.6,82,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,26,31,54.42867,12.306012,80.395,3.1207314,0.529699981,14.96809483,17.2,81,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,50,44,80.69584,11.3555565,75.99755,2.9344957,0.708799958,15.31407738,9.1,48,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,24,36,46.935574,3.0128253,80.158066,3.304195,0.361900002,8.742839813,12.7,75.5,9.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,49,45,83.14094,4.983376,81.45475,3.8561702,0.727100015,13.34209442,12,91,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,24,36,4.019839,2.0923576,54.358124,1.0309418,0.358399987,8.742839813,12.75,83,20.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,24,36,9.971807,3.3774478,79.935524,3.5398242,0.447699994,8.742839813,10.4,66,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5,13,15.712007,6.394165,84.473,3.1153235,0.623399973,10.98036194,12.1,71,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,43,40,20.996284,8.752202,84.37165,4.3123837,0.582300007,16.81660271,19.6,66,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,24,36,12.561747,9.223614,84.20889,2.3527455,0.246399999,8.742839813,16.25,76,16.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,24,36,1.5386883,4.6604457,50.816338,1.3962704,0.246399999,8.742839813,10.2,58,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,24,36,45.816578,15.845544,81.39937,1.7910892,0.366600007,8.742839813,18.9,87,23.5,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,50,42,28.426838,7.418036,50.821545,1.0809281,0.513999999,13.48933887,13.6,93,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,32,40,68.83939,22.74719,88.13176,8.9696045,0.529299974,17.99553299,23.3,50.5,15.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,32,40,79.50229,26.287067,87.48442,5.1808343,0.529299974,17.99553299,14.4,72,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,47,39,79.50229,26.287067,87.48442,5.1808343,0,8.672070503,15.1,57,19.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,24,36,85.659325,28.069563,87.148926,6.736288,0.295599997,8.742839813,20,71.5,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,24,36,85.659325,28.069563,87.148926,6.736288,0.295599997,8.742839813,20,71.5,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,49,47,135.35075,38.11043,82.48994,4.175569,0.557299972,15.9773798,27,56,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,39,41,30.635199,15.104927,88.064865,9.0369625,0.568099976,17.27954483,26.4,57,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,8,34.256485,13.569422,75.562935,0.9082843,0.59829998,9.229542732,23.8,68,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,24,36,35.572823,14.134406,76.7123,0.97904885,0.371199995,8.742839813,20.5,81,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,24,36,36.45207,10.751652,72.45657,1.7345916,0.371199995,8.742839813,28.4,50,17,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,32,42,36.45207,10.751652,72.45657,1.7345916,0.641099989,16.70424843,25.5,69,19,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,24,36,45.218243,15.020592,89.64466,11.832208,0.371199995,8.742839813,28,58,16,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,31,40,21.185587,11.321401,85.77524,5.581771,0.602900028,19.18975067,23,60,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,32,40,28.814411,13.464086,86.02833,7.1309295,0.542100012,17.99553299,24,68,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,27,32,30.549713,13.531218,90.27702,18.06363,0.417100012,12.9092865,31,44,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,23,30,39.46495,17.27968,90.92197,22.702274,0.470299989,15,27,56,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,36,28,74.919075,35.231133,92.464874,17.699253,0.4542,7.710425854,25.1,64,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,27,29,90.27035,41.122932,90.38894,8.0879755,0.363299996,14.31709766,22.9,56.5,8.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,36,46,97.94447,34.943085,90.616516,7.910895,0.698899984,17.66431236,21.2,81,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,48,44,16.467434,7.8869114,72.95429,2.3347082,0.595099986,16.53883362,17.6,82,31,0.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,39,41,22.97581,9.009535,85.55201,2.738675,0.374799997,17.27954483,27.2,44,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,44,43,40.094685,14.335476,85.79744,4.2745466,0.61500001,16.41732979,23.3,64,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,36,54.95013,18.54777,88.87702,7.1114693,0.355699986,8.742839813,28.4,53,13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,28,33,35.079544,11.327235,60.985863,0.6299228,0.379799992,14.67154884,23.3,75,17,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,24,36,35.079544,11.327235,60.985863,0.6299228,0.355699986,8.742839813,28.1,60,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,24,36,35.079544,11.327235,60.985863,0.6299228,0.355699986,8.742839813,28.1,55,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,31,40,61.247414,22.395063,89.29647,7.5215907,0.589399993,19.18975067,32,57,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,27,33,21.956182,13.220154,88.825745,15.616969,0.418599993,13.52478504,17.5,53,28,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,43,40,21.956182,13.220154,88.825745,15.616969,0.592800021,16.81660271,17.5,53,28,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,57,52,51.668526,25.730314,90.08196,13.124762,0.555400014,9.724117279,22.5,71,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,22,28,59.42854,27.713213,88.76766,12.317181,0.417499989,15.09372234,24.8,72,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,57,52,59.42854,28.026491,88.76766,12.317181,0.555400014,9.724117279,23.2,74,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,35,34,23.586561,11.700473,86.1043,6.360241,0.534799993,15.99120998,20.5,63,20,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,24,28,59.927975,22.644415,87.51059,5.884832,0.592999995,15.20027256,20.8,75,19,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,28,24,73.39237,27.704075,88.72444,5.7785287,0.616400003,13.1779747,29,57,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,24,36,73.39237,27.704075,88.72444,5.7785287,0.349599987,8.742839813,26.2,71,11.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,24,36,87.121056,32.72402,89.195854,8.254145,0.349599987,8.742839813,30.5,53,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,32,38,95.292244,25.834625,90.558655,9.400568,0.507200003,15.19536495,27.5,35,15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,31,40,58.474155,14.771734,86.59656,7.3505955,0.631799996,19.18975067,22,55,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,31,40,79.65037,21.299168,87.95389,3.773524,0.631799996,19.18975067,15,69,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,31,29,127.81822,35.28315,86.83342,5.2362485,0.382699996,13.77708817,15.8,98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,29,42,25.094631,8.031702,84.63894,5.6301084,0.621299982,4.718961716,22.1,57,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,24,36,47.977222,8.234979,81.14611,5.7595325,0.272700012,8.742839813,17,82,22,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,29,42,35.386574,6.4439626,78.901535,3.0001938,0.740999997,4.718961716,18.7,92,7.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
